-34.25000000 -55.25000000
-34.21006902 -55.21990985
-34.17013805 -55.18981970
-34.13020707 -55.15972955
-34.09027609 -55.12963940
-34.05034512 -55.09954925
-34.01041414 -55.06945910
-33.97048316 -55.03936895
-33.93055219 -55.00927881
-33.89062121 -54.97918866
-33.85069023 -54.94909851
-33.81075925 -54.91900836
-33.77082828 -54.88891821
-33.73089730 -54.85882806
-33.69096632 -54.82873791
-33.65103535 -54.79864776
-33.61110437 -54.76855761
-33.57117339 -54.73846746
-33.53124242 -54.70837731
-33.49131144 -54.67828716
-33.45138046 -54.64819701
-33.41144949 -54.61810686
-33.37151851 -54.58801671
-33.33158753 -54.55792657
-33.29165656 -54.52783642
-33.25172558 -54.49774627
-33.21179460 -54.46765612
-33.17186362 -54.43756597
-33.13193265 -54.40747582
-33.09200167 -54.37738567
-33.05207069 -54.34729552
-33.01213972 -54.31720537
-32.97220874 -54.28711522
-32.93227776 -54.25702507
-32.89234679 -54.22693492
-32.85241581 -54.19684477
-32.81248483 -54.16675462
-32.77255386 -54.13666447
-32.73262288 -54.10657432
-32.69269190 -54.07648418
-32.65276093 -54.04639403
-32.61282995 -54.01630388
-32.57289897 -53.98621373
-32.53296799 -53.95612358
-32.49303702 -53.92603343
-32.45310604 -53.89594328
-32.41317506 -53.86585313
-32.37324409 -53.83576298
-32.33331311 -53.80567283
-32.29338213 -53.77558268
-32.25345116 -53.74549253
-32.21352018 -53.71540238
-32.17358920 -53.68531223
-32.13365823 -53.65522208
-32.09372725 -53.62513194
-32.05379627 -53.59504179
-32.01386530 -53.56495164
-31.97393432 -53.53486149
-31.93400334 -53.50477134
-31.89407236 -53.47468119
-31.85414139 -53.44459104
-31.81421041 -53.41450089
-31.77427943 -53.38441074
-31.73434846 -53.35432059
-31.69441748 -53.32423044
-31.65448650 -53.29414029
-31.61455553 -53.26405014
-31.57462455 -53.23395999
-31.53469357 -53.20386984
-31.49476260 -53.17377970
-31.45483162 -53.14368955
-31.41490064 -53.11359940
-31.37496967 -53.08350925
-31.33503869 -53.05341910
-31.29510771 -53.02332895
-31.25517673 -52.99323880
-31.21524576 -52.96314865
-31.17531478 -52.93305850
-31.13538380 -52.90296835
-31.09545283 -52.87287820
-31.05552185 -52.84278805
-31.01559087 -52.81269790
-30.97565990 -52.78260775
-30.93572892 -52.75251760
-30.89579794 -52.72242746
-30.85586697 -52.69233731
-30.81593599 -52.66224716
-30.77600501 -52.63215701
-30.73607404 -52.60206686
-30.69614306 -52.57197671
-30.65621208 -52.54188656
-30.61628111 -52.51179641
-30.57635013 -52.48170626
-30.53641915 -52.45161611
-30.49648817 -52.42152596
-30.45655720 -52.39143581
-30.41662622 -52.36134566
-30.37669524 -52.33125551
-30.33676427 -52.30116536
-30.29683329 -52.27107522
-30.25690231 -52.24098507
-30.21697134 -52.21089492
-30.17704036 -52.18080477
-30.13710938 -52.15071462
-30.09717841 -52.12062447
-30.05724743 -52.09053432
-30.01731645 -52.06044417
-29.97738548 -52.03035402
-29.93745450 -52.00026387
-29.89752352 -51.97017372
-29.85759254 -51.94008357
-29.81766157 -51.90999342
-29.77773059 -51.87990327
-29.73779961 -51.84981312
-29.69786864 -51.81972297
-29.65793766 -51.78963283
-29.61800668 -51.75954268
